Fecha,Numero_horas_con_deambulacion,Numero_horas_estacionarias,Total_hrs_monitorizadas,Hrs_sin_registro,min_totales_en_movimiento,Total_min_de_ejercicio_diario,distancia_caminada_en_km,Numero_pasos_por_dia,FCr_promedio_diario,Gasto_calorico_activo,HRV_SDNN,FC_al_caminar_promedio_diario
2022-09-18,14.0,1.0,16.0,8.0,149.0,4.1899999999999995,5.55619671,7056.0,99.41704000000004,436.222,54.238780000000006,90.5
2022-09-19,15.0,0.0,15.0,9.0,135.0,76.0,5.5510045439999995,7089.0,47.0,454.356,74.7638,73.0
2022-09-20,15.0,1.0,16.0,8.0,129.0,70.0,4.86874166,6229.0,43.0,508.04,74.778275,88.75
2022-09-21,14.0,0.0,14.0,10.0,124.0,70.0,4.955075395,6368.0,43.0,1383.603,69.47193999999999,72.5
2022-09-22,15.0,0.0,15.0,9.0,135.0,57.0,5.324460568,6798.0,45.0,1222.281,75.11684,87.0
2022-09-23,10.0,4.0,14.0,10.0,136.0,59.0,4.46347513,5671.0,47.0,1006.1750000000001,60.603625,88.0
2022-09-24,12.0,0.0,12.0,12.0,113.0,50.0,3.9887661552,5008.52,50.0,1017.588,40.9959,78.0
2022-09-25,14.0,3.0,17.0,7.0,186.0,20.0,6.404537,7904.0,49.0,994.231,67.76610000000001,93.5
2022-09-26,15.0,2.0,17.0,7.0,179.0,105.0,7.14245871,9046.0,46.0,561.156,58.5921,82.5
2022-09-27,15.0,1.0,16.0,8.0,136.0,93.0,5.86159483,7424.0,46.0,477.188,63.204359999999994,76.5
2022-09-28,12.0,2.0,14.0,10.0,129.0,86.0,4.6687172200000004,5794.0,47.0,1152.617,62.7775,82.75
2022-09-29,16.0,1.0,17.0,7.0,164.0,89.0,5.551399368,7004.0,47.0,1179.586,46.8318,89.5
2022-09-30,14.0,0.0,14.0,10.0,141.0,90.0,5.57798659,6971.0,47.0,964.469,70.512625,90.0
2022-10-01,14.0,1.0,15.0,9.0,143.0,87.0,5.7807581,7215.0,46.0,940.756,72.7527,86.125
2022-10-02,13.0,1.0,14.0,10.0,87.0,12.0,4.46181784,5434.0,47.0,786.092,53.29546666666666,100.0
2022-10-03,15.0,0.0,15.0,9.0,149.0,92.0,5.51821288,7041.0,46.0,485.15,66.0103,89.5
2022-10-04,15.0,2.0,17.0,7.0,151.0,114.0,6.42335558,8140.0,45.0,537.71,55.5011,78.5
2022-10-05,15.0,0.0,15.0,9.0,172.0,82.0,6.40710126,8044.0,46.0,1103.289,82.72583333333334,85.0
2022-10-06,11.0,5.0,16.0,8.0,119.0,65.0,4.14483486638,5180.0,45.0,662.486,77.38516,81.0
2022-10-07,13.0,3.0,16.0,8.0,135.0,88.0,5.8991201,7437.0,47.0,729.994,63.501149999999996,71.5
2022-10-08,12.0,1.0,13.0,11.0,89.0,12.0,4.14188567,5366.0,47.0,775.704,59.037625,77.0
2022-10-09,9.0,0.0,9.0,15.0,89.0,18.0,3.799472505,4429.0,39.0,795.264,91.30611999999999,140.0
2022-10-10,15.0,1.0,16.0,8.0,171.0,114.0,7.311080424,9280.5,44.0,521.633,82.702,102.0
2022-10-11,7.0,2.0,9.0,15.0,97.0,70.0,3.1197453,3945.0,44.0,274.2886,50.217699999999994,78.0
2022-10-12,13.0,0.0,13.0,11.0,124.0,78.0,4.840510085,6088.0,47.0,1099.835,62.622025,81.0
2022-10-13,15.0,1.0,16.0,8.0,144.0,77.0,6.251006162,7841.0,46.0,1209.117,57.832575,80.75
2022-10-14,14.0,2.0,16.0,8.0,167.0,88.0,5.359513523,6697.0,44.0,843.452,50.76165,79.375
2022-10-15,10.0,1.0,11.0,13.0,88.0,53.0,3.4060858400000003,4188.0,50.0,582.591,54.498725,92.0
2022-10-16,16.0,3.0,19.0,5.0,104.0,18.0,4.827598825,5987.0,38.3,952.686,74.90956666666666,92.0
2022-10-17,13.0,1.0,14.0,10.0,171.0,86.0,6.6647769,8358.0,45.0,513.205,59.358000000000004,141.0
2022-10-18,15.0,0.0,15.0,9.0,148.0,92.0,4.560486385,5845.0,45.5529,422.421,85.858475,91.5
2022-10-19,15.0,0.0,15.0,9.0,147.0,81.0,6.07196743,7657.0,47.0,1227.457,57.69863333333333,81.5
2022-10-20,17.0,0.0,17.0,7.0,179.0,76.0,6.0630313,7610.0,47.0,1328.8827999999999,55.892880000000005,93.5
2022-10-21,6.0,0.0,6.0,18.0,35.0,5.0,2.1782500775,2780.9,49.0,797.294,56.0172,81.0
2022-10-22,12.0,0.0,12.0,12.0,135.0,86.0,5.99099276,7529.0,53.0,585.0,49.610625,71.75
2022-10-23,14.0,2.0,16.0,8.0,134.0,18.0,4.2122527,5391.0,53.7,699.961,63.629225000000005,91.5
2022-10-24,13.0,1.0,14.0,10.0,130.0,81.0,6.03134414,7676.0,43.0,446.425,71.43755999999999,94.0
2022-10-25,14.0,1.0,15.0,9.0,118.0,77.0,5.144729715,6656.0,47.0,417.58,56.80862,74.0
2022-10-26,15.0,0.0,15.0,9.0,143.0,85.0,6.126036763,7791.0,47.0,1263.787,49.240750000000006,79.5
2022-10-27,15.0,1.0,16.0,8.0,145.0,103.0,5.30671469,6714.0,47.0,1169.458,48.77405,89.0
2022-10-28,16.0,1.0,17.0,7.0,140.0,101.0,6.133637005,7514.0,43.0,1054.965,71.17136,81.0
2022-10-29,12.0,0.0,12.0,12.0,136.0,65.0,5.314730895,6667.0,52.0,943.176,51.18635,83.5
2022-10-30,12.0,2.0,14.0,10.0,94.0,17.0,4.197382117,5375.0,49.0,854.547,44.697998999999996,82.25
2022-10-31,15.0,1.0,16.0,8.0,190.0,99.0,7.261631255,9193.0,44.0,535.286,84.13656666666667,71.0
2022-11-01,15.0,0.0,15.0,9.0,132.0,84.0,4.670012335,6080.0,47.0,442.59,63.86282,95.0
2022-11-02,16.0,0.0,16.0,8.0,143.0,83.0,5.6379788,7124.0,44.0,1043.904,65.63923333333334,72.0
2022-11-03,17.0,1.0,18.0,6.0,121.0,64.0,5.405980825,6890.0,47.0,1084.162,53.062574999999995,75.75
2022-11-04,15.0,2.0,17.0,7.0,149.0,92.0,4.77008986,5993.0,47.0,728.462,53.512766666666664,98.0
2022-11-05,9.0,0.0,9.0,15.0,97.0,73.0,3.706005475,4579.0,54.0,656.902,61.07693333333333,79.0
2022-11-06,15.0,2.0,17.0,7.0,88.0,13.0,3.489754685,4655.0,50.0,407.951,85.894075,79.0
2022-11-07,15.0,1.0,16.0,8.0,156.0,104.44,5.34836113,6715.0,42.0,521.256,51.566,79.0
2022-11-08,15.0,1.0,16.0,8.0,159.0,93.0,5.33360386,6791.0,44.0,519.619,61.26156000000001,74.0
2022-11-09,18.0,0.0,18.0,6.0,129.0,20.0,5.2528814,6787.0,47.0,1252.562,70.339375,77.375
2022-11-10,14.0,0.0,14.0,10.0,166.0,83.0,5.066264533,6451.0,48.0,481.802,68.27029999999999,79.5
2022-11-11,13.0,2.0,15.0,9.0,126.0,85.0,5.84815617,7240.0,49.0,1720.1517200000003,39.7441,93.0
2022-11-12,13.0,1.0,14.0,10.0,129.0,66.0,4.5791691,5683.0,52.0,399.49,74.887975,82.0
2022-11-13,18.0,0.0,18.0,6.0,189.0,9.0,7.2721420199999995,8823.0,48.0,1036.924,86.92388571428572,83.5
2022-11-14,15.0,0.0,15.0,9.0,176.0,88.0,7.215230151,9017.0,46.0,552.138,66.6375,76.0
2022-11-15,17.0,0.0,17.0,7.0,188.0,96.0,6.51599946,8212.0,46.0,587.419,54.89388,73.0
2022-11-16,16.0,4.0,20.0,4.0,276.0,16.0,9.333650678399996,11972.599999999995,45.0,818.721,67.01678,81.0
2022-11-17,11.0,1.0,12.0,12.0,99.0,19.0,4.07367728,5266.0,48.0,453.555,52.75412,88.0
2022-11-18,4.0,0.0,4.0,20.0,42.0,9.0,2.0015397476,2605.8,47.0,217.90866,62.542175,80.0
2022-11-19,14.0,1.0,16.0,8.0,1.0,85.0,5.55619671,7056.0,66.78000000000002,658.533,29.860616,81.0
2022-11-20,12.0,2.0,14.0,10.0,188.0,26.0,6.388715172,8199.0,42.0,1059.353,75.209,82.0
2022-11-21,8.0,2.0,10.0,14.0,108.0,85.0,3.36161159,4395.0,44.0,382.596,41.21006666666667,80.5
2022-11-22,16.0,0.0,16.0,8.0,175.0,82.0,6.11768172,7822.0,50.0,591.855,54.176100000000005,82.0
2022-11-23,17.0,0.0,17.0,7.0,144.0,76.0,6.15722781,7708.0,46.0,1314.405,49.914225,65.5
2022-11-24,15.0,0.0,15.0,9.0,117.0,83.0,5.86318465,7324.0,47.0,1156.5430000000001,100.84881819047621,65.0
2022-11-25,15.0,2.0,17.0,7.0,135.0,82.0,5.21809503,6663.0,47.0,919.997,67.20325,80.5
2022-11-26,15.0,1.0,16.0,8.0,257.0,11.0,6.150494495,7796.0,49.0,1394.091,67.92914,71.0
2022-11-27,15.0,1.0,16.0,8.0,149.0,17.0,6.59001456,8196.0,42.0,1127.967,60.67660000000001,75.75
2022-11-28,14.0,1.0,15.0,9.0,161.0,103.0,6.22753654,7900.0,51.0,863.312,56.64588,108.75
2022-11-29,15.0,2.0,17.0,7.0,149.0,96.0,6.541819045,8332.0,48.0,536.574,45.286100000000005,90.0
2022-11-30,15.0,3.0,18.0,6.0,170.0,90.0,6.401855794,8101.0,48.0,1463.464,74.56291999999999,90.5
2022-12-01,16.0,2.0,18.0,6.0,174.0,100.0,6.2426323,8419.0,47.0,1156.899,55.724825,93.0
2022-12-02,14.0,1.0,15.0,9.0,139.0,88.0,6.04966998,7112.0,48.0,461.34000000000003,60.50536666666667,96.0
2022-12-03,13.0,0.0,13.0,11.0,171.0,87.0,6.54916647,7769.0,49.0,535.416,64.355525,76.0
2022-12-04,14.0,2.0,16.0,8.0,86.0,7.3,3.29019445,4210.0,55.4,376.0406,62.596799999999995,91.0
2022-12-05,15.0,0.0,15.0,9.0,131.0,32.0,5.80250032,7683.0,40.6,590.865,78.16675000000001,77.0
2022-12-06,14.0,1.0,15.0,9.0,177.0,86.0,6.64291397,8056.0,42.0,537.313,81.11473333333333,79.0
2022-12-07,17.0,0.0,17.0,7.0,202.0,94.0,8.674022097,11147.999999999998,42.0,651.424,77.76865000000001,78.0
2022-12-08,16.0,1.0,17.0,7.0,130.0,70.0,5.625155735,7189.0,42.0,3183.792499999999,71.51313999999999,58.0
2022-12-09,16.0,1.0,17.0,7.0,136.0,64.0,5.44919585,7031.0,49.0,1107.568,69.535075,78.0
2022-12-10,11.0,3.0,14.0,10.0,93.0,70.0,4.27175506,5414.0,49.0,1476.576,55.40286,72.5
2022-12-11,13.0,3.0,16.0,8.0,112.0,12.0,5.00457672,6529.0,46.0,788.476,74.68492499999999,68.0
2022-12-12,14.0,0.0,14.0,10.0,162.0,75.0,5.54839939,6926.0,46.0,456.395,64.34385,74.75
2022-12-13,15.0,0.0,15.0,9.0,141.0,88.0,5.80772053,7357.0,47.0,1122.693,68.230675,84.0
2022-12-14,16.0,0.0,16.0,8.0,164.0,88.0,6.317709185,7809.0,50.0,1302.539,53.387425,79.5
2022-12-15,18.0,0.0,18.0,6.0,150.0,68.0,5.50271845,6962.0,44.0,1244.444,56.868625,72.5
2022-12-16,14.0,0.0,14.0,10.0,149.0,76.0,6.11808393,7670.0,45.0,490.434,50.12175,85.75
2022-12-17,11.0,1.0,12.0,12.0,167.0,80.0,5.99534624,7498.0,53.0,1822.299,82.565705,101.0
2022-12-18,15.0,1.0,16.0,8.0,128.0,14.0,4.93931965,6465.0,48.0,1109.3029999999999,73.85764999999999,84.0
2022-12-19,13.0,1.0,14.0,10.0,109.0,76.0,4.84946977,6282.0,46.0,388.649,60.34484,80.0
2022-12-20,18.0,0.0,18.0,6.0,186.0,87.0,7.11731994,8721.0,43.0,648.671,53.6812,90.0
2022-12-21,18.0,0.0,18.0,6.0,214.0,101.4,6.85587604,8440.0,44.0,1969.604,71.03782857142858,94.0
2022-12-22,14.0,0.0,14.0,10.0,166.0,87.0,7.50929195,9562.0,47.0,576.462,45.47597775,59.0
2022-12-23,16.0,0.0,16.0,8.0,168.0,95.0,7.87047123,9993.0,49.0,1135.547,48.3979125,76.0
2022-12-24,13.0,1.0,14.0,10.0,123.0,63.0,5.03990569,6311.0,54.0,1246.982,67.72018,86.75
2022-12-25,10.0,3.0,13.0,11.0,43.0,8.0,2.524072345,3281.8,46.0,1294.009,65.76666666666667,83.375
2022-12-26,14.0,0.0,14.0,10.0,167.0,80.0,7.193734365,9070.0,46.0,534.073,56.758500000000005,69.5
2022-12-27,15.0,1.0,16.0,8.0,154.0,86.0,5.85907418,7546.0,47.0,526.773,56.3247,73.0
2022-12-28,13.0,3.0,16.0,8.0,121.0,80.0,5.20493506,6736.0,46.0,405.185,59.08181428571429,93.0
2022-12-29,16.0,1.0,17.0,7.0,159.0,95.0,6.23864906,7984.0,43.0,2300.641,66.59245714285714,69.5
2022-12-30,11.0,4.0,15.0,9.0,134.0,89.0,6.226112843,7933.0,47.0,470.68,58.83791428571429,91.0
2022-12-31,14.0,2.0,16.0,8.0,112.0,64.0,5.92357378,7286.0,47.0,1217.556,55.88432857142857,84.0
2023-01-01,17.0,1.0,18.0,6.0,95.0,15.0,4.353764401,5573.0,50.0,1093.935,48.3018625,78.5
2023-01-02,14.0,0.0,14.0,10.0,171.0,100.0,6.785892825,8765.0,49.0,836.176,56.69892,75.0
2023-01-03,15.0,2.0,17.0,7.0,164.0,96.0,7.35021167,9751.0,46.0,571.007,54.297799999999995,93.0
2023-01-04,16.0,0.0,16.0,8.0,132.0,88.0,5.457849155,6986.0,45.0,985.996,63.85545714285714,73.5
2023-01-05,15.0,1.0,16.0,8.0,175.0,109.1,8.08121239,10279.3,48.0,1317.906,56.031825,68.0
2023-01-06,16.0,1.0,17.0,7.0,120.0,25.0,5.494127142,7068.0,52.0,1263.355,40.49355555555555,74.75
2023-01-07,14.0,2.0,16.0,8.0,140.0,16.0,6.27746344,8108.0,42.0,549.574,66.47115,68.0
2023-01-08,13.0,4.0,17.0,7.0,97.0,10.0,3.62901413,4698.0,48.0,471.562,92.71517857142857,74.125
2023-01-09,15.0,2.0,17.0,7.0,222.0,88.0,7.978508688,10035.0,46.0,607.936,56.1149,80.5
2023-01-10,16.0,0.0,16.0,8.0,169.0,92.0,6.162432705,7813.0,41.3,525.428,51.86468333333334,87.5
2023-01-11,14.0,0.0,14.0,10.0,152.0,95.0,6.49805125,8183.0,45.0,506.208,57.129999999999995,73.0
2023-01-12,15.0,0.0,15.0,9.0,168.0,87.0,6.02275842,7690.0,47.0,527.734,42.04926666666667,81.25
2023-01-13,14.0,2.0,16.0,8.0,160.0,97.0,5.49944608,6842.0,47.0,492.579,44.09931666666666,96.0
2023-01-14,10.0,1.0,11.0,13.0,120.0,72.0,5.00509574,6321.0,49.0,403.277,66.82527142857143,90.0
2023-01-15,13.0,1.0,14.0,10.0,111.0,15.0,4.49777259,5696.0,46.0,4206.094699999999,60.432759999999995,84.375
2023-01-16,14.0,0.0,14.0,10.0,167.0,93.0,6.338148391,7935.0,46.0,493.337,62.295300000000005,75.0
2023-01-17,16.0,0.0,16.0,8.0,175.0,90.0,5.82135776,7409.0,44.0,2760.7129999999997,77.60581666666667,97.0
2023-01-18,16.0,0.0,16.0,8.0,170.0,76.0,7.20619489,9430.0,45.0,914.344,54.3283,110.25
2023-01-19,17.0,0.0,17.0,7.0,215.0,102.0,8.127650796,9903.0,46.0,1023.394,77.11735999999999,66.0
2023-01-20,11.0,2.0,13.0,11.0,146.0,80.0,5.562228928,7011.0,50.0,1124.84,60.95055,61.0
2023-01-21,11.0,0.0,11.0,13.0,111.0,62.0,4.1317936159999995,5284.0,51.0,820.718,64.53965,75.5
2023-01-22,12.0,2.0,14.0,10.0,74.0,12.0,3.19502072,4049.0,58.0,399.106,50.178733333333334,75.25
2023-01-23,15.0,1.0,16.0,8.0,154.0,87.0,5.3169093,6782.0,44.1033,739.049,62.81176000000001,97.5
2023-01-24,15.0,1.0,16.0,8.0,134.0,98.0,5.2400648599999995,6605.0,47.0,931.71,69.5967,81.0
2023-01-25,15.0,1.0,16.0,8.0,189.0,107.0,7.743533179,9787.0,48.0,555.975,65.33644285714286,73.5
2023-01-26,17.0,0.0,17.0,7.0,156.0,85.0,5.750155645,7413.0,46.0,1088.285,92.51392857142856,78.0
2023-01-27,15.0,2.0,17.0,7.0,122.0,84.0,5.450652435,6847.0,45.8953,1186.334,81.95558333333334,88.25
2023-01-28,9.0,3.0,12.0,12.0,69.0,53.0,3.20722565,4078.0,47.2168,1562.884,76.31536666666666,80.0
2023-01-29,5.0,2.0,7.0,17.0,14.0,4.4,1.4937064886,1883.1999999999998,58.0,238.43919999999997,63.4522,81.0
2023-01-30,14.0,3.0,17.0,7.0,168.0,96.0,6.404908435,8371.0,43.0,947.428,68.0298625,101.0
2023-01-31,14.0,1.0,15.0,9.0,164.0,107.0,5.332620785,6850.0,43.1859,495.297,80.97348,71.0
2023-02-01,16.0,1.0,17.0,7.0,124.0,93.0,5.42106612,7021.0,44.0,837.806,66.07123333333334,76.0
2023-02-02,16.0,1.0,17.0,7.0,167.0,83.0,6.5260036,8215.0,45.0,1282.632,58.6291875,72.0
2023-02-03,17.0,0.0,17.0,7.0,197.0,74.0,6.9556786299999995,8869.0,43.0,1044.094,73.72925714285714,86.0
2023-02-04,16.0,2.0,18.0,6.0,215.0,64.0,10.607551308,11910.0,52.19,1964.98008,49.42152857142857,130.0
2023-02-05,17.0,2.0,19.0,5.0,314.0,57.0,12.796969711160001,14728.530000000002,49.0,1011.431,46.32049508928571,120.5
2023-02-06,12.0,1.0,13.0,11.0,149.0,101.0,6.682929315,8480.0,50.0,474.372,64.46325,105.5
2023-02-07,13.0,3.0,16.0,8.0,144.0,79.0,6.191865692,7930.0,47.0,543.928,63.15052857142857,86.0
2023-02-08,12.0,2.0,14.0,10.0,140.0,70.0,5.7530597310000005,7536.0,43.0,1575.83,94.26727142857143,87.5
2023-02-09,16.0,0.0,16.0,8.0,93.0,64.0,4.569403765,7123.0,45.0,316.164,85.128275,74.75
2023-02-10,17.0,0.0,17.0,7.0,149.0,22.0,3.7516578713,5959.0,45.0,85.41246000000001,62.49672857142857,96.5
2023-02-11,9.0,1.0,10.0,14.0,17.0,4.27,2.552748515,2630.02,42.0,1622.686,97.9108,76.0
2023-02-12,10.0,1.0,11.0,13.0,49.0,5.0,2.23986258355,2649.0,45.0,338.714,82.16612,87.5
2023-02-13,13.0,1.0,14.0,10.0,166.0,94.0,6.524938585,8375.0,43.0,898.202,63.996,75.0
2023-02-14,14.0,1.0,15.0,9.0,148.0,85.0,5.04763139,6023.0,40.27,459.89,81.06411428571428,91.5
2023-02-15,13.0,2.0,15.0,9.0,120.0,83.0,5.88230391,7717.0,43.267,1049.918,64.07988571428571,63.0
2023-02-16,15.0,2.0,17.0,7.0,135.0,70.0,5.014123635,6407.0,45.0,1116.675,99.81940585714285,71.5
2023-02-17,11.0,1.0,12.0,12.0,76.0,16.0,3.837161945,4484.0,44.0,848.6030000000001,65.92232,73.5
2023-02-18,13.0,2.0,15.0,9.0,136.0,60.0,6.56112261,8094.0,47.0,1104.374,64.74708333333334,75.0
2023-02-19,12.0,2.0,14.0,10.0,94.0,16.0,4.22975221,5471.0,43.0,424.709,74.9016,74.25
2023-02-20,16.0,1.0,17.0,7.0,190.0,114.0,7.728178585,9675.0,42.0,1076.646,90.02392,67.0
2023-02-21,14.0,2.0,16.0,8.0,143.0,92.0,5.822514615,7493.0,42.0,518.056,93.93746666666668,79.0
2023-02-22,15.0,1.0,16.0,8.0,143.0,104.0,6.498083342,8196.0,41.0,935.531,65.44413333333333,71.5
2023-02-23,17.0,2.0,19.0,5.0,147.0,98.0,5.31393585,6300.0,46.0,909.827,73.55871666666667,61.0
2023-02-24,17.0,2.0,19.0,5.0,134.0,67.0,6.652729015,8529.0,42.0,966.596,69.52851666666668,75.5
2023-02-25,13.0,0.0,13.0,11.0,142.0,69.0,6.32453174,7655.0,47.0,1132.195,67.97928571428572,79.0
2023-02-26,10.0,3.0,13.0,11.0,60.0,12.0,2.7619632784,3514.0,45.0,980.206,61.821850000000005,73.5
2023-02-27,15.0,1.0,16.0,8.0,176.0,111.0,6.520900458,8451.0,45.0,910.038,82.8276,66.0
2023-02-28,16.0,1.0,17.0,7.0,179.0,127.14000000000001,6.567826422,8355.0,45.0,529.072,60.5165875,112.5
2023-03-01,15.0,1.0,16.0,8.0,132.0,90.0,5.16797431,6786.0,45.0,1067.137,61.06185714285714,90.0
2023-03-02,16.0,2.0,18.0,6.0,141.0,104.0,4.681411035,5969.0,44.0,964.939,77.33152857142856,84.5
2023-03-03,16.0,1.0,17.0,7.0,150.0,73.0,6.09136586,7416.0,46.0,958.506,57.6641,74.25
2023-03-04,12.0,0.0,12.0,12.0,184.0,110.0,5.25670628,9974.0,52.7,542.048,53.33455,132.0
2023-03-05,5.0,0.0,5.0,19.0,19.0,2.2,1.030088922,1308.7,49.0,887.99,50.492911666666664,81.0
2023-03-06,16.0,0.0,16.0,8.0,163.0,104.0,5.3832773099999995,7040.0,44.0,950.05,71.8431,84.5
2023-03-07,14.0,2.0,16.0,8.0,152.0,95.0,5.99015388,7552.0,45.0,1243.616,67.42531666666666,77.5
2023-03-08,14.0,1.0,15.0,9.0,144.0,98.0,7.58455705,9152.0,48.0,490.508,73.4679,78.0
2023-03-09,17.0,1.0,18.0,6.0,156.0,89.0,5.86389683,7554.0,47.0,1200.519,68.46572857142857,71.0
2023-03-10,12.0,5.0,17.0,7.0,128.0,95.0,5.25661417,6598.0,44.0,434.722,55.407025000000004,96.5
2023-03-11,11.0,2.0,13.0,11.0,130.0,16.0,4.855464095,6145.0,45.0,1114.678,58.07101666666667,67.0
2023-03-12,12.0,2.0,14.0,10.0,168.0,26.0,7.04719911,8733.0,51.6864,1081.206,74.5939625,78.0
2023-03-13,17.0,0.0,17.0,7.0,195.0,133.0,6.06883449,7939.0,47.0,926.775,65.49888,78.0
2023-03-14,16.0,0.0,16.0,8.0,194.0,126.0,7.951524457,9888.0,45.0,534.049,64.16003333333333,90.5
2023-03-15,16.0,1.0,17.0,7.0,181.0,105.0,7.1207892500000005,8911.0,45.0,1069.391,59.831999999999994,68.75
2023-03-16,17.0,0.0,17.0,7.0,187.0,112.0,6.54949411,8212.0,43.0,1114.569,94.21504299999998,76.5
2023-03-17,16.0,2.0,18.0,6.0,174.0,107.0,7.31795969,9360.0,44.1537,557.79,72.77697777777777,77.0
2023-03-18,11.0,2.0,13.0,11.0,101.0,14.0,4.66492874,5908.0,41.3,397.699,68.06892,73.5
2023-03-19,13.0,2.0,15.0,9.0,72.0,13.0,2.953981729,3694.0,42.0,396.95210000000003,69.934275,73.0
2023-03-20,15.0,0.0,15.0,9.0,161.0,85.0,5.49979542,7013.0,47.0,458.588,58.13878,92.0
2023-03-21,13.0,4.0,17.0,7.0,163.0,113.0,5.96390961,7653.0,46.0,1108.4759999999999,68.72257777777777,76.5
2023-03-22,16.0,1.0,17.0,7.0,155.0,98.0,7.118257993,8934.0,46.0,540.078,55.19011111111111,84.0
2023-03-23,17.0,1.0,18.0,6.0,124.0,61.0,4.73253566,6174.0,45.0,946.29,58.965075,84.0
2023-03-24,15.0,1.0,16.0,8.0,164.0,72.0,5.65460181,7163.0,46.0,821.236,66.47236666666667,95.0
2023-03-25,12.0,0.0,12.0,12.0,214.0,53.0,8.57924526,9517.0,48.0,1195.082,67.33201666666666,79.0
2023-03-26,8.0,0.0,8.0,16.0,41.0,5.0,1.53439401,1938.0,52.0,554.677,64.07205,69.5
2023-03-27,16.0,0.0,16.0,8.0,211.0,111.0,6.099229268,7781.0,43.0,538.224,79.04325,83.0
2023-03-28,17.0,1.0,18.0,6.0,164.0,98.0,5.84798629,7465.0,46.0,483.645,71.39136666666667,83.5
2023-03-29,14.0,2.0,16.0,8.0,118.0,56.0,4.86131581,6301.0,43.0,1211.0810000000001,69.33137142857143,75.0
2023-03-30,15.0,1.0,16.0,8.0,196.0,21.0,7.971223815,10247.0,42.0,1349.084,73.61951111111111,81.5
2023-03-31,14.0,2.0,16.0,8.0,216.0,11.0,8.850277357,12619.299999999997,48.0,1847.8591999999994,61.452133333333336,78.0
2023-04-01,17.0,1.0,18.0,6.0,306.0,30.0,11.598702862600001,15465.330000000002,48.0,922.453,59.74666666666667,84.0
2023-04-02,13.0,0.0,13.0,11.0,276.0,15.0,10.97049198,14739.0,43.0,1255.505,65.00898,68.0
2023-04-03,16.0,2.0,18.0,6.0,253.0,81.0,9.99135071,12648.0,53.260000000000005,1113.208,51.1116325,94.0
2023-04-04,16.0,1.0,17.0,7.0,151.0,100.0,5.92797387,7483.0,46.0,561.458,93.6732125,75.5
2023-04-05,15.0,1.0,16.0,8.0,148.0,69.0,6.9063419,8887.0,45.9091,576.217,53.400850000000005,78.5
2023-04-06,17.0,1.0,18.0,6.0,152.0,25.0,6.514425695,8227.0,43.0,1645.04002,65.69238888888889,77.0
2023-04-07,14.0,2.0,16.0,8.0,159.0,8.0,3.38796756,4439.0,40.29,575.821,87.47345,76.0
2023-04-08,14.0,2.0,16.0,8.0,74.0,11.0,3.518589762,4508.0,47.0,783.6229999999999,62.700987500000004,62.5
2023-04-09,8.0,1.0,9.0,15.0,68.0,13.0,3.08859102,3929.0,47.0,994.149,57.38223333333334,76.0
2023-04-10,17.0,0.0,17.0,7.0,175.0,113.0,6.22911244,7832.0,41.0,490.746,92.93515,77.0
2023-04-11,16.0,0.0,16.0,8.0,193.0,118.55000000000001,8.10047569,10398.0,46.0,1085.808,55.59927142857142,76.5
2023-04-12,15.0,3.0,18.0,6.0,160.0,112.0,7.09766709,9125.0,47.0,1018.066,64.518875,87.0
2023-04-13,16.0,1.0,17.0,7.0,156.0,102.0,6.39824151,8325.0,46.0,491.608,80.51528888888889,82.5
2023-04-14,17.0,0.0,17.0,7.0,172.0,83.0,7.0530126200000005,8976.0,46.0,1406.317,76.91051999999999,81.5
2023-04-15,13.0,1.0,14.0,10.0,113.0,32.0,5.835575315,7043.0,42.0,502.63100000000003,77.47037499999999,81.5
2023-04-16,4.0,0.0,4.0,20.0,16.0,5.16,1.6093249450499998,1847.28,47.0,458.09,66.79235,84.0
2023-04-17,17.0,0.0,17.0,7.0,188.0,115.0,6.349807195,8190.0,42.0,952.089,78.72424285714285,72.0
2023-04-18,17.0,0.0,17.0,7.0,181.0,112.0,5.3492946,6995.0,43.8367,1044.631,88.4072,79.0
2023-04-19,15.0,2.0,17.0,7.0,146.0,80.0,5.82872678,7440.0,45.0,975.157,87.77965,67.0
2023-04-20,14.0,2.0,16.0,8.0,137.0,81.0,5.7565584,7410.0,46.0,466.976,78.23078571428572,80.25
2023-04-21,16.0,2.0,18.0,6.0,138.0,89.0,5.607766224,7202.0,43.0,1098.431,76.97491666666667,89.75
2023-04-22,16.0,0.0,16.0,8.0,198.0,43.0,9.03399688,11031.0,41.0,1599.769,54.441987499999996,71.0
2023-04-23,12.0,3.0,15.0,9.0,117.0,14.0,4.10229688,5373.0,46.0,437.23019999999997,63.79351428571429,75.5
2023-04-24,16.0,1.0,17.0,7.0,182.0,103.0,7.02873937,9058.0,42.0,927.582,76.48125,89.0
2023-04-25,18.0,0.0,18.0,6.0,185.0,96.0,5.518653228,7152.0,42.0,531.482,82.80475714285714,79.0
2023-04-26,15.0,1.0,16.0,8.0,172.0,80.0,6.76237727,8534.0,44.0,1035.14,95.13491666666665,88.75
2023-04-27,16.0,1.0,17.0,7.0,176.0,85.0,6.64377365,8578.0,42.0,1093.662,97.76372420833333,84.0
2023-04-28,16.0,2.0,18.0,6.0,152.0,91.0,5.928820967,7680.0,41.0,1132.976,86.8711125,88.75
